;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
exercise kombi;Superdefault;Target Muscle;exercise name;possible;eqipment ;default ;hands used;;grip type ;;;;;plane;;;;;;grip width;;;cable height  ;;;bench;;;stand;;;;;;bench : cable ;;;body : bench;;;;;body pos;;;sit;;info for equipment;info for exercise;Cables used;
;FALSCH;abs;crunch;FALSCH;straight ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;long light bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral wide;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral wide ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral middle ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag middle n-p;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral close ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-s ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-p ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;d-handle var;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;d-handle fix;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;nooses ;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;schlaufen am Ellenbogen ansetzen und oben festhalten ;;WAHR;FALSCH
;;;;WAHR;ropes;WAHR;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;Hände beim Kopf ;;WAHR;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;gleich wie mit ropes nur dass man sich nicht gerade nach unten zieht sondern seitlich um die obliques zu trainieren ;;WAHR;FALSCH
;;;;FALSCH;cuff;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;;;;;;sup;s-n;neutral;n-p;pro;lat;l-s;sag;s-t;trans;t-l ;x 0.5;x 1;x 1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;WAHR;biceps;curl;WAHR;straight ;WAHR;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;FALSCH;long light bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral wide;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral wide ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral middle ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag middle n-p;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral close ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-s ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-p ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;d-handle var;FALSCH;WAHR;FALSCH;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;nooses ;FALSCH;FALSCH;WAHR;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;ropes;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;cuff;FALSCH;WAHR;FALSCH;WAHR;WAHR;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;raw ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lat pull2;WAHR;lat;pull;WAHR;straight ;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;WAHR*;WAHR;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;long light bend ;WAHR;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;neutral wide;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;mag neutral wide ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;mag neutral middle;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;mag middle n-p;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;neutral close ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;mag close n-s ;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;mag close n-p ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;d-handle var;FALSCH;WAHR;WAHR*;WAHR;WAHR*;WAHR;WAHR;WAHR;WAHR;WAHR*;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;WAHR*
;;;;WAHR;d-handle fix;FALSCH;WAHR;WAHR*;WAHR;WAHR*;WAHR;WAHR;WAHR;WAHR;WAHR*;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;WAHR*
;;;;WAHR;nooses ;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;ropes;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;1rope;FALSCH;WAHR;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;WAHR*
;;;;FALSCH;cuff;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;;;;;;sup;s-n;neutral;n-p;pro;lat;l-s;sag;s-t;trans;t-l ;x 0.5;x 1;x 1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;WAHR;triceps ;extension;FALSCH;straight ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;long light bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral wide;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral wide ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral middle ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag middle n-p;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral close ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-s ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-p ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;d-handle var;WAHR;WAHR;FALSCH;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;nooses ;FALSCH;WAHR;WAHR*;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;WAHR*
;;;;WAHR;ropes;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;cuff;WAHR*;WAHR;FALSCH;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;raw ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;;;;;;sup;s-n;neutral;n-p;pro;lat;l-s;sag;s-t;trans;t-l ;x 0.5;x 1;x 1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;FALSCH;abs;crunch;FALSCH;straight ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;long light bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral wide;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral wide ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral middle ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag middle n-p;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral close ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-s ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-p ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;d-handle var;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;WAHR*
;;;;FALSCH;d-handle fix;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;nooses ;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;schlaufen am Ellenbogen ansetzen und oben festhalten ;;FALSCH;WAHR
;;;;WAHR;ropes;WAHR;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;Hände beim Kopf ;;FALSCH;WAHR
;;;;WAHR;1rope;FALSCH;WAHR*;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;gleich wie mit ropes nur dass man sich nicht gerade nach unten zieht sondern seitlich um die obliques zu trainieren ;;WAHR*;WAHR
;;;;FALSCH;cuff;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;;;;;;sup;s-n;neutral;n-p;pro;lat;l-s;sag;s-t;trans;t-l ;x 0.5;x 1;x 1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;WAHR;biceps ;curl;WAHR;straight ;WAHR;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;FALSCH;long light bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral wide;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral wide ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral middle ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
